name,birthyear,age
martti huhtala,1918,105
sven israelsson,1920,103
nino bibbia,1924,99
john heaton,1908,115
john crammond,1906,117
gretchen fraser,1919,104
antoinette meyer,1920,103
erika mahringer,1924,99
hedy schlunegger,1923,100
resi hammerer,1925,98
henri oreiller,1925,98
karl molitor,1920,103
james couttet,1921,102
edi reinalter,1920,103
franz gabl,1921,102
rolf olinger,1924,99
hans gerschwiler,1920,103
edi rada,1922,101
barbara ann scott,1928,95
eva pawlik,1927,96
micheline lannoy,1925,98
pierre baugniet,1925,98
ede kiraly,1926,97
suzanne morrow,1930,93
wallace diestelmeyer,1929,94
felix endrich,1921,102
paul hans eberhard,1917,106
schuyler carron,1921,102
petter hugsted,1921,102
birger ruud,1911,112
thorleif schjelderup,1920,103
harald eriksson,1921,102
benjamin vanninen,1921,102
martin lundstrom,1918,105
nils ostensson,1918,105
gunnar eriksson,1921,102
finn helgesen,1919,104
thomas byberg,1916,107
robert fitzgerald,1923,100
ake seyffarth,1919,104
lauri parkkinen,1917,106
pentti lammio,1919,104
sverre farstad,1920,103
odd lundberg,1917,106
reidar liaklev,1917,106
gothe hedlund,1918,105
ludwig stubbendorf,1906,117
earl thomson,1895,128
hans matthiesen lunding,1899,124
trebisonda valla,1916,107
anni steuer,1913,110
john lovelock,1910,113
glenn cunningham,1909,114
luigi beccali,1907,116
hans woellke,1911,112
sulo barlund,1910,113
gerhard stock,1911,112
glenn edward morris,1912,111
robert hyatt clark,1913,110
john jack parker,1915,108
mathilde tilly fleischer,1911,112
luise kruger,1915,108
marja jadwiga kwasniewska maleszewska,1913,110
gunnar hockert,1910,113
lauri aleksanteri lehtinen,1908,115
henry jonsson kalarne,1912,111
jesse owens,1913,110
matthew mackenzie robinson,1914,109
martinus osendarp,1916,107
earle elmer meadows,1913,110
shuhei nishida,1910,113
sueo oe,1914,109
ibolya csak,1915,108
elfriede kaun,1914,109
kitei son,1914,109
ernest harper,1902,121
shoryu nan,1912,111
john youie woodruff,1915,108
mario lanzi,1914,109
forrest grady towns,1914,109
donald finlay,1909,114
frederick douglas jr pollard,1915,108
cornelius cooper johnson,1913,110
david donald albritton,1913,110
delos packard thurber,1916,107
helen herring stephens,1918,105
stanislawa walasiewicz,1911,112
kathe krauss,1906,117
ilmari salminen,1902,121
arvo askola,1909,114
volmari iso hollo,1907,116
gisela mauermayer,1913,110
jadwiga wajsourna,1912,111
paula mollenhauer,1908,115
william kenneth carpenter,1913,110
gordon glover dunn,1912,111
giorgio oberweger,1913,110
archibald franklin williams,1915,108
arthur godfrey kilner brown,1915,108
karl hein,1908,115
erwin blask,1910,113
alfred warngard,1907,116
glenn foster hardin,1910,113
john wilfred loaring,1915,108
miguel s white,1909,114
ralph metcalfe,1910,113
carl ludwig luz long,1913,110
naoto tajima,1912,111
kaarlo jalmari tuominen,1908,115
alfred dompert,1914,109
masao harada,1912,111
john patrick metcalfe,1912,111
hector harold whitlock,1903,120
arthur schwab,1896,127
adalberts bubenko,1910,113
yrjo jouko nikkanen,1914,109
kaarlo kalervo toivonen,1913,110
arie gerrit van vliet,1916,107
pierre georget,1917,106
rudolf karsch,1913,110
anton toni merkens,1912,111
louis chaillot,1914,109
ernst ihbe,1913,110
carly lorenz,1913,110
bernardus petrus leene,1903,120
hendrik ooms,1916,107
georges maton,1913,110
franco riccardi,1905,118
saverio ragno,1902,121
giancarlo c cornaggia medici,1904,119
endre kabos,1906,117
gustavo marzi,1908,115
helene mayer,1910,113
giulio gaudini,1904,119
edouard gardere,1909,114
giorgio bocchino,1913,110
dorothy poynton hill,1915,108
velma clancy dunn ploessel,1918,105
kathe kohler,1913,110
marshall wayne,1912,111
elbert alonzo root,1915,108
hermann stork,1911,112
richard kempster degener,1912,111
alan greene,1911,112
marjorie gestring,1922,101
katherine louise rawls,1918,105
ivar johansson,1903,120
ludwig schweikert,1915,108
jozsef palotas,1911,112
rudolf svedberg,1910,113
fritz schafer,1912,111
eino mauno virtanen,1908,115
odon zombori,1906,117
aaron ross flood,1910,113
johannes herbert,1912,111
frank wyatt lewis,1912,111
thure andersson,1907,116
joseph schleimer,1909,114
kristjan palusalu,1908,115
john nyman,1908,115
kurt hornfischer,1910,113
knut fridell,1908,115
ago august neo,1908,115
erich siebert,1910,113
marton lorincz,1911,112
egon svensson,1913,110
jacob brendel,1907,116
karoly karpati,1906,117
wolfgang ehrl,1912,111
hermanni pihlajamaki,1903,120
emile poilve,1903,120
richard lawrence voliva,1912,111
lauri koskela,1907,116
voldemar vali,1903,120
axel cadier,1906,117
edwins bietags,1908,115
yasar erkan,1911,112
aarne eemeli reini,1906,117
einar karlsson,1908,115
kustaa pihlajamaki,1902,121
francis edward millard,1914,109
josef klapuch,1906,117
hjalmar eemil nystrom,1904,119
hans joachim weise,1912,111
peter bischoff,1904,119
arvid laurin,1901,122
uno wallentin,1905,118
willem de vries lentsch sr,1886,137
jack beresford,1899,124
leslie frank southwood,1906,117
willi kaidel,1912,111
joachim pirsch,1914,109
roger verey,1912,111
jerzy ustupski,1911,112
gustav schafer,1906,117
josef hasenohrl,1915,108
daniel hubert jr barrow,1909,114
willi eichhorn,1908,115
hugo strauss,1907,116
peter richard olsen,1911,112
harry julius larsen,1915,108
horacio podesta,1911,112
julio pedro curatella,1911,112
josef manger,1913,110
vaclav psenicka,1906,117
arnold luhaaar,1905,118
rudolf ismayr,1908,115
anthony terlazzo,1911,112
saleh mohamed soliman,1916,107
louis hostin,1908,115
eugen deutsch,1907,116
robert fein,1907,116
karl jansen,1908,115
gotthard handrick,1908,115
charles fredrick leonard,1913,110
silvano abba,1915,108
cornelius m van oyen,1886,137
heinz hax,1900,123
erich krempel,1913,110
charles andre des jammonieres,1902,121
wladyslaw karas,1893,130
vladimir syrovatka,1908,115
rupert weinstabl,1911,112
karl proisl,1911,112
frank warren saker,1907,116
harvey blashford charters,1912,111
adolf kainz,1903,120
alfons dorfner,1911,112
ewald tilker,1911,112
fritz bondroit,1912,111
nicolaas tates,1915,108
willem frederik van der kroft,1916,107
gregor hradetzky,1909,114
helmut cammerer,1911,112
jacobus kraaier,1913,110
frank amyot,1904,119
bohuslav karlik,1908,115
erich koschik,1913,110
aleksanteri saarvala,1913,110
konrad frey,1909,114
eugen mack,1907,116
matthias max volz,1910,113
georges miez,1904,119
josef walter,1901,122
albert bachmann,1906,117
alois hudec,1908,115
leon stukelj,1898,125
willi kaiser,1912,111
gavino matta,1910,113
roger michelot,1912,111
richard vogt,1913,110
francisco risiglione,1917,106
herbert runge,1913,110
jose guillermo lovell,1918,105
erling nilsen,1910,113
jean despeaux,1915,108
henry tiller,1914,109
raul vicente villareal,1909,114
ulderico sergo,1913,110
jack wilson,1918,105
fidel ortiz,1908,115
imre harangi,1913,110
nikolai stepulov,1913,110
erik agren,1916,107
sten suvio,1911,112
michael murach,1911,112
gerhard sigvald petersen,1912,111
oscar casanovas,1914,109
charles catterall,1914,109
josef miner,1914,109
heinz pollay,1908,115
friedrich gerhard,1884,139
alois podhajsky,1898,125
hideko maehata,1914,109
martha genenger,1911,112
inge sorensen,1924,99
noboru terada,1917,106
jack c medica,1914,109
shunpei uto,1918,105
adolph gustav kiefer,1918,105
masaji kiyokawa,1913,110
tetsuo hamuro,1917,106
erwin sietas,1910,113
reizo koike,1915,108
shozo makino,1915,108
ferenc csik,1913,110
masanori yusa,1915,108
shigeo arai,1916,107
hendrika mastenbroek,1919,104
jeanette morven campbell,1916,107
gisela arendt jacobs,1918,105
ragnild tove hveger,1920,103
lenore kight wingard,1911,112
dina willemina jacoba senff,1920,103
alice w bridges,1916,107
kurt hasse 1,1907,116
henri rang 1,1902,121
jozsef von platthy 1,1900,123
robert charpentier,1916,107
guy lapebie,1916,107
ernst nievergelt,1910,113
sonja henie,1912,111
cecilia colledge,1920,103
vivi anne hulten,1911,112
karl schafer,1909,114
ernst baier,1905,118
felix kaspar,1915,108
maxi herber,1920,103
ilse pausin,1919,104
erik pausin,1920,103
emilia rotter,1906,117
laszlo szollas,1907,116
ivar ballangrud,1904,119
georg krog 1,1915,108
leo freisinger,1916,107
charles mathisen,1911,112
birger wasenius,1911,112
antero ojala,1916,107
max stiepl,1914,109
ivan elmore brown,1908,115
alan m washbond,1899,124
joseph beerli,1905,118
richard webster lawrence,1906,117
erik august larsson,1912,111
oddbjorn hagen,1908,115
elis wiklund,1909,114
axel wikstrom,1907,116
nils joel englund,1907,116
olaf hoffsbakken,1908,115
sverre brodahl,1909,114
sven eriksson,1907,116
reidar andersen,1911,112
franz pfnur,1908,115
gustav lantschner,1910,113
emile allais,1912,111
christel cranz,1914,109
kathe grasegger,1917,106
laila schou nilsen,1919,104
carmen barth,1912,111
amado azar,1913,110
alberto santiago lovell,1912,111
luigi rovati,1904,119
frederick feary,1912,111
istvan enekes,1911,112
francisco cabanas,null10672,NaN
edward l flynn,1909,114
erich campe,1912,111
bruno valfrid ahlberg,1911,112
gino rossi,1908,115
peter oscar jorgensen,1907,116
horace lefty gwynne,1912,111
hans ziglarski,1905,118
carmelo ambrosio robledo,1911,112
josef schleinkofer,1910,113
allan carlsson ekeback,1910,113
lawrence stevens,1913,110
thure ahlqvist,1907,116
nathan bor,1913,110
carlo galimberti,1894,129
karl hipfinger,1905,118
svend egil benjamin olsen,1908,115
henry ludwig duey,1908,115
raymond suvigny,1903,120
hans wolpert,1898,125
rene duverger,1911,112
hans haas,1906,117
gastone pierini,1899,124
jaroslav skobla 1,1899,124
josef strassberger,1894,129
edward lansing gordon,1908,115
charles lambert redd,1908,115
ralph anthony hill,1908,115
lauri virtanen,1904,119
george j jr saling,1909,114
percy beard,1908,115
frans wilhelmi porhola,1897,126
john cornes,1910,113
thomas william green,1894,129
janis dalins,1904,119
ugo frigerio,1901,122
robert morton newburgh tisdall,1907,116
frederick morgan taylor,1903,120
jean shiley,1911,112
mildred didrikson,1911,112
eva dawes spinks,1912,111
duncan mcnaughton,1910,113
robert van osdel,1910,113
simeon galvez toribio,1905,118
william waring miller,1912,111
george g jefferson,1910,113
thomas evenson,1910,113
joseph paul mccluskey,1911,112
thomas hampson,1907,116
juan carlos zabala,1911,112
samuel ferris,1900,123
armas adam toivonen,1899,124
hilda strike sisson,1910,113
wilhelmina von bremen,1909,114
lillian copeland,1904,119
ruth osburn,1912,111
eddie tolan,1908,115
arthur jonath,1909,114
akiles eero johannes jarvinen,1905,118
wolrad eberle,1908,115
matti henrik jarvinen,1909,114
matti kalervo sippala,1908,115
eino penttila,1906,117
ellen braumuller,1910,113
eric svensson,1903,120
kenkichi oshima,1908,115
william arthur carr,1909,114
benjamin bangs eastman,1911,112
janusz kusocinski,1907,116
leo joseph sexton,1909,114
harlow phelps rothert,1908,115
frantisek douda,1908,115
george sidney simpson,1908,115
john franklin anderson,1907,116
henri jean laborde,1909,114
paul winter,1906,117
evelyne ruth hall,1909,114
marjorie r clark,1909,114
savino guglielmetti,1911,112
alfred jochim,1902,121
edward carmichael,1907,116
raymond henry bass,1910,113
william jackson galbraith,1906,117
dallas denver bixler,1910,113
einari allan terasvirta,1914,109
romeo neri,1903,120
istvan pelle,1907,116
george julius gulack,1905,118
william thomas denton,1911,112
giovanni lattuada,1905,118
george helm roth,1911,112
philip richard erenberg,1909,114
mario lertora,1897,126
rowland wolfe,1914,109
omero bonoli,1909,114
frank otto haubold,1906,117
takeichi nishi 1,1902,121
harry dwight chamberlin,1887,136
clarence von rosen jr,1903,120
johan gabriel oxenstierna,1899,124
bo lindman,1899,124
richard walden mayo,1902,121
attilio pavesi,1910,113
guglielmo segato,1906,117
bernhard britz,1906,117
henry robert pearce,1905,118
william g miller,1905,118
guillermo douglas,null10779,NaN
williams e garrett gilmore,1895,128
herbert buhtz,1911,112
gerhard boetzelen,1906,117
charles e pratt,1911,112
noel de mille,null10784,NaN
hugh edwards,1906,117
lewis clive,1910,113
cyril alec stiles,1904,119
fred houghton thompson,1910,113
henryk budzinski,1904,119
janusz krenz mikolajczak,1907,116
xavier francois lesage,1885,138
charles louis pierre marion,1887,136
hiram e tuttle,1882,141
edgar nemir,1910,113
charles pacome,1903,120
gustaf klaren,1906,117
abraham kurland,1912,111
eduard sperling,1902,121
carl westergren,1895,128
josef urban,1899,124
nikolaus hirschl,1908,115
giovanni gozzi,1902,121
robert edward pearce,1908,115
aatos tuomas jaskari,1904,119
vaino kajander,1893,130
johan rickttoff,1898,125
jack john riley,1922,101
kyosti aukusti luukko,1903,120
jozsef tunyogi,1907,116
peter joseph mehringer,1910,113
thure sjostedt,1903,120
richard edward scarf,1908,115
rudolf svensson,1899,124
onni pellinen,1899,124
mario gruppioni,1901,122
vaino anselmi kokkinen,1899,124
jean foldeak,1903,120
marcello nizzola,1900,123
louis francois,1905,118
jack francis van bebber,1907,116
eino aukusti leino,1891,132
yasuji mioyazaki,1916,107
tatsugo kawaishi,1911,112
albert schwartz,1908,115
clare dennis,1916,107
else agnes ella jacobsen,1911,112
helene madison,1913,110
jenny maakal,1913,110
willemyntje willy den ouden,1918,105
eleanor saville,1909,114
eleanor holm,1913,110
elizabeth valerie davies,1912,111
kusuo kitamura,1917,106
james crapo jr cristy,1913,110
toshio iriye,1911,112
kentaro kawatsu,1914,109
buster crabbe,1908,115
jean taris,1909,114
yoshiyuki tsuruta,1903,120
teofilo yldefonso,1903,120
erna bogen,1906,117
joseph l levis,1905,118
georges buchard,1893,130
carlo agostoni,1909,114
gyorgy piller jekelfalussy,1899,124
andrew j jr libano,1903,120
gilbert t gray,1902,121
george colin ratsey,1906,117
peter jaffe,null10849,NaN
daniel dan sunden cullberg,1907,116
gunnar anton edvard asther,1892,131
jacques baptiste lebrun,1910,113
santiago amat cansino,1887,136
michael riley galitzen,1909,114
edwin harold smith,1909,114
frank allen kurtz,1911,112
georgia v coleman,1912,111
jane fauntz,1910,113
marion dale roper,1913,110
charles ferdinand pahud de mortanges,1886,137
bertil vilhelm ronnmark,1905,118
gustavo huet bobadilla,1912,111
zoltan hradetzky soos ruszka,1902,121
renzo morigi,1895,128
domenico matteucci,1895,128
edgar laurence gray,1906,117
jacobus johannes van egmond,1908,115
charles rampelberg,1909,114
bruno pellizzari,1907,116
maurice perrin,1911,112
ernest henry chambers,1907,116
stanley chambers,1910,113
harald christensen,1907,116
willy viggo gervin,1903,120
irving jaffee,1906,117
frank stack,1906,117
edward murphy,1905,118
william f logan,1907,116
jack shea,1910,113
bernt evensen,1905,118
veli saarinen,1902,121
vaino liikkanen,1903,120
arne rustadstuen,1905,118
sven utterstrom,1901,122
j hubert stevens,1890,133
curtis stevens,1898,125
reto capadrutt,1912,111
oscar geier,null10888,NaN
robert minton,1904,119
andree brunet,1901,122
pierre brunet 1,1902,121
beatrix loughran,1900,123
sherwin badger,1901,122
gillis grafstrom,1893,130
montgomery wilson,1909,114
fritzi burger,1910,113
maribel vinson,1911,112
johan grøttumsbraten,1899,124
ole stenen,1903,120
hans vinjarengen,1905,118
hans beck,1911,112
douglas gordon lowe,1902,121
erik bylehn,1898,125
hermann engelhard,1903,120
john h kuck,1905,118
herman harold brix,1906,117
emil hirschfeld,1903,120
manuel plaza reyes,1900,123
martti b marttelin,1897,126
mikio oda,1905,118
vilho immanuel tuulos,1895,128
robert wade king,1906,117
benjamen van doren hedges,1907,116
claude charles menard,1906,117
sabin william carr,1904,119
william herbert droegemueller,1906,117
charles english mcginnis,1906,117
paavo nurmi,1897,126
ville ritola,1896,127
edvin wide,1896,127
edward barton hamm,1906,117
silvio m cator,1900,123
alfred hilborn bates,1905,118
ossian e skiold,1889,134
sidney atkinson,1901,122
stephen anderson,1906,117
john collier,1907,116
david george burghley,1905,118
frank josef cuhel,1904,119
percy williams,1908,115
georg lammers,1905,118
lemuel clarence houser,1901,122
antero lauro kivi,1905,118
james hunt corson,1906,117
karoline lina radke,1903,120
kinue hitomi,1908,115
inga k gentzel,1908,115
harri edvin larva,1906,117
jules ladoumegue,1906,117
eino alfred purje,1900,123
erik h lundqvist,1908,115
bela szepes strauch,1903,120
olav sunde,1903,120
paavo ilmari yrjola,1902,121
john kenneth doherty,1905,118
walter rangeley,1903,120
helmuth kornig,1905,118
ethel catherwood,1910,113
carolina anna gisolf,1910,113
mildred olive wiley,1901,122
raymond james barbuti,1905,118
james a ball,1903,120
joachim buchner,1905,118
elizabeth robinson,1911,112
ethel m smith,1907,116
toivo aarne loukola,1902,121
